Estacion,Fecha,Especie,Circunferencia a la altura del pecho,DAP,Fromard et al 1998,"Medina, 2016",Yepes et al 2016 A,Yepes et al 2016 B
Estacion,6/22/2017,Laguncularia,45.6,14.51489687,81.87193555,90.10801855,4.594179956,98.89331623
Estacion,6/22/2017,Laguncularia,30.5,9.708428826,29.95522248,36.80351309,3.608836425,36.91905402
Estacion,6/22/2017,Laguncularia,44,14.00560224,74.87807008,83.21989299,4.506670654,90.60731844
Estacion,6/22/2017,Laguncularia,43.4,13.81461676,72.35145593,80.71444184,4.473031681,87.61016478
Estacion,6/22/2017,Laguncularia,18.7,5.952380952,8.817124384,12.3843229,2.410288684,11.13636774
Estacion,6/22/2017,Laguncularia,44.8,14.26024955,78.32817108,86.62624402,4.550815992,94.69668523
Estacion,6/22/2017,Laguncularia,35,11.14081996,42.25645517,49.99852679,3.946008801,51.72235118
Estacion,6/22/2017,Laguncularia,37,11.77743825,48.55425125,56.58332087,4.082154936,59.26577857
Estacion,6/22/2017,Laguncularia,47.8,15.21517698,92.10701176,100.074259,4.709618867,110.994105
Estacion,6/22/2017,Laguncularia,31.2,9.931245225,31.7036625,38.71059995,3.664430383,39.02958978
Estacion,6/22/2017,Laguncularia,35.7,11.36363636,44.40107565,52.25220601,3.994525238,54.29352577
Estacion,6/22/2017,Laguncularia,35.4,11.26814362,43.47415067,51.27964107,3.97385001,53.18255256
Estacion,6/22/2017,Laguncularia,39.7,12.63687293,57.90275369,66.18983498,4.25471646,70.42782163
Estacion,6/22/2017,Laguncularia,45,14.32391138,79.20529859,87.48960479,4.56172915,95.73575332
Estacion,6/22/2017,Laguncularia,17.4,5.538579068,7.363699745,10.54879762,2.233758056,9.334253556
Estacion,6/22/2017,Laguncularia,54.5,17.34784823,127.8539667,134.0161961,5.03099777,153.0624976
Estacion,6/22/2017,Laguncularia,40.7,12.95518207,61.61819527,69.95924385,4.315664877,74.85365649
Estacion,6/22/2017,Laguncularia,35,11.14081996,42.25645517,49.99852679,3.946008801,51.72235118
Estacion,6/22/2017,Laguncularia,40.5,12.89152024,60.86400255,69.19615738,4.303595887,73.95570508
Estacion,6/22/2017,Laguncularia,47.5,15.11968424,90.66861362,98.68127828,4.694193843,109.2952058
Estacion,6/22/2017,Laguncularia,40.5,12.89152024,60.86400255,69.19615738,4.303595887,73.95570508
Estacion,6/22/2017,Laguncularia,38.2,12.15940922,52.58735874,60.75051799,4.160353064,64.08612121
Estacion,6/22/2017,Laguncularia,41.6,13.2416603,65.08130873,73.4502884,4.36925146,78.97409843
Estacion,6/22/2017,Laguncularia,34.5,10.98166539,40.76342705,48.42220337,3.910756394,49.93083097
Estacion,6/22/2017,Laguncularia,18.7,5.952380952,8.817124384,12.3843229,2.410288684,11.13636774
Estacion,6/22/2017,Laguncularia,36.5,11.61828368,46.93049255,54.89501998,4.048821089,57.32284328
Estacion,6/22/2017,Laguncularia,48.9,15.56531704,97.49786349,105.2740566,4.765360672,117.3566065
Estacion,12/15/2018,Laguncularia,14.4,4.583651642,4.588060979,6.921852914,1.770115157,5.871216603
Estacion,12/15/2018,Laguncularia,45,14.32391138,79.20529859,87.48960479,4.56172915,95.73575332
Estacion,12/15/2018,Laguncularia,41.7,13.27349121,65.47312778,73.84396825,4.375133816,79.44000712
Estacion,12/15/2018,Laguncularia,14.6,4.647313471,4.749031941,7.137716793,1.803908796,6.07301078
Estacion,12/15/2018,Laguncularia,20,6.366182837,10.43032739,14.38325885,2.574950121,13.12964441
Estacion,12/15/2018,Laguncularia,42.7,13.59180036,69.46925455,77.84464367,4.433193405,84.18863624
Estacion,12/15/2018,Laguncularia,40.3,12.82785842,60.11537581,68.43767843,4.291467149,73.06416016
Estacion,12/15/2018,Laguncularia,45.6,14.51489687,81.87193555,90.10801855,4.594179956,98.89331623
Estacion,12/15/2018,Laguncularia,44.7,14.22841864,77.89180339,86.19633167,4.545341129,94.17966605
Estacion,12/15/2018,Laguncularia,35,11.14081996,42.25645517,49.99852679,3.946008801,51.72235118
Estacion,12/15/2018,Laguncularia,49,15.59714795,97.99708358,105.7539668,4.770365781,117.9454437
Estacion,12/15/2018,Laguncularia,20.5,6.525337408,11.09449666,15.19612686,2.635447022,13.94844016
Estacion,12/15/2018,Laguncularia,12,3.819709702,2.908546867,4.612466663,1.323427342,3.75612373
Estacion,12/15/2018,Laguncularia,9.4,2.992105933,1.579583488,2.678033265,0.725144789,2.064984995
Estacion,12/15/2018,Laguncularia,11.4,3.628724217,2.558497986,4.114689564,1.197758771,3.312564671
Estacion,12/15/2018,Laguncularia,16.5,5.25210084,6.448115553,9.372390334,2.103638984,8.1954216
Estacion,12/15/2018,Laguncularia,17.1,5.443086325,7.050391395,10.14814477,2.191148286,8.944889154
Estacion,12/15/2018,Laguncularia,35,11.14081996,42.25645517,49.99852679,3.946008801,51.72235118
Estacion,12/15/2018,Laguncularia,17.5,5.570409982,7.469956501,10.68424961,2.247798209,9.466228236
Estacion,12/15/2018,Laguncularia,45,14.32391138,79.20529859,87.48960479,4.56172915,95.73575332
Estacion,12/15/2018,Laguncularia,39.8,12.66870385,58.26806973,66.56160503,4.260879986,70.86323263
Estacion,12/15/2018,Laguncularia,29.5,9.390119684,27.55992244,34.17085539,3.527162196,34.02365493
Estacion,12/15/2018,Laguncularia,25,7.957728546,18.22103208,23.63838215,3.121651821,22.68168678
Estacion,12/15/2018,Laguncularia,25,7.957728546,18.22103208,23.63838215,3.121651821,22.68168678
Estacion,12/15/2018,Laguncularia,27,8.59434683,22.08677777,28.05642933,3.310206372,27.38804827
Estacion,12/15/2018,Laguncularia,20,6.366182837,10.43032739,14.38325885,2.574950121,13.12964441
Estacion,12/15/2018,Laguncularia,22,7.00280112,13.23669778,17.78336616,2.808460061,16.58295759
Estacion,12/15/2018,Laguncularia,18.1,5.761395467,8.126796563,11.51700865,2.330390299,10.28123251
Estacion,12/15/2018,Laguncularia,43,13.6872931,70.6958776,79.06755031,4.450346334,85.64512994
Estacion,12/15/2018,Laguncularia,40.6,12.92335116,61.24040231,69.57712435,4.309637814,74.40387908
Estacion,12/15/2018,Laguncularia,41,13.05067482,62.75995058,71.11252389,4.333657614,76.21262686
Estacion,12/15/2018,Laguncularia,50.7,16.13827349,106.7192709,114.0968973,4.853924531,128.2239586
Estacion,12/15/2018,Laguncularia,22.4,7.130124777,13.84659523,18.5112737,2.8526054,17.33139378
Estacion,12/15/2018,Laguncularia,44.4,14.1329259,76.59146497,84.91365966,4.528842751,92.63864774
Estacion,12/15/2018,Laguncularia,41.5,13.20982939,64.69089995,73.05776745,4.363354947,78.50981079
Estacion,12/15/2018,Laguncularia,48.4,15.40616246,95.02466675,102.8925255,4.740180594,114.4385386
Estacion,12/15/2018,Laguncularia,33.3,10.59969442,37.31071184,44.75215524,3.824021673,45.78271219
Estacion,12/15/2018,Laguncularia,40.5,12.89152024,60.86400255,69.19615738,4.303595887,73.95570508
Estacion,12/15/2018,Laguncularia,32.8,10.44053985,35.92589203,43.26987491,3.786955913,44.11685517
Estacion,12/15/2018,Laguncularia,44.5,14.16475681,77.02345197,85.34004009,4.534354564,93.15064899
Estacion,12/15/2018,Laguncularia,46.7,14.86503692,86.89907478,95.0191666,4.652579254,104.8404002
Estacion,12/15/2018,Laguncularia,16,5.092946269,5.970667793,8.751789099,2.02824842,7.600297283
Estacion,12/15/2018,Laguncularia,15,4.774637128,5.081022274,7.580427409,1.870129043,6.488768413
Estacion,12/15/2018,Laguncularia,47.8,15.21517698,92.10701176,100.074259,4.709618867,110.994105
Estacion,12/15/2018,Laguncularia,55.6,17.69798829,134.4032994,140.1130639,5.079954894,160.7422209
Estacion,12/15/2018,Laguncularia,43.2,13.75095493,71.52079251,79.88865841,4.461715264,86.62434973
Estacion,12/15/2018,Laguncularia,29.7,9.453781513,28.02941763,34.68878374,3.543716313,34.59155699
Estacion,12/15/2018,Laguncularia,44.4,14.1329259,76.59146497,84.91365966,4.528842751,92.63864774
Estacion,12/15/2018,Laguncularia,25.5,8.116883117,19.1457949,24.70388016,3.170168258,23.80921821
Estacion,12/15/2018,Laguncularia,29.4,9.35828877,27.32695723,33.91349981,3.518843003,33.74178814
Estacion,12/15/2018,Laguncularia,36.8,11.71377642,47.90077034,55.90461971,4.068875771,58.48400418
Estacion,12/15/2018,Laguncularia,25,7.957728546,18.22103208,23.63838215,3.121651821,22.68168678
Estacion,12/15/2018,Laguncularia,36.7,11.68194551,47.5760204,55.56696023,4.0622091,58.095419
Estacion,12/15/2018,Laguncularia,35.5,11.29997454,43.78182228,51.60271112,3.980761157,53.5513669
Estacion,12/15/2018,Laguncularia,17.5,5.570409982,7.469956501,10.68424961,2.247798209,9.466228236
Estacion,12/15/2018,Laguncularia,16,5.092946269,5.970667793,8.751789099,2.02824842,7.600297283
Estacion,12/15/2018,Laguncularia,11.5,3.660555131,2.614975065,4.195481263,1.219156287,3.38420692
Estacion,12/15/2018,Laguncularia,13.4,4.265342501,3.832524563,5.896987907,1.593780083,4.922084424
Estacion,12/15/2018,Laguncularia,42.4,13.49630761,68.2554906,76.63222885,4.415919538,82.74690432
Estacion,12/15/2018,Laguncularia,19.5,6.207028266,9.790603875,13.59493617,2.512921491,12.33999784
Estacion,12/15/2018,Laguncularia,34.3,10.91800357,40.17521885,47.79945478,3.896512168,49.2246675
Estacion,12/15/2018,Laguncularia,38,12.09574739,51.90174297,60.04464944,4.147492142,63.26721649
Estacion,12/15/2018,Laguncularia,28.5,9.071810542,25.2833782,31.64540881,3.442671064,31.26713131
Estacion,12/15/2018,Laguncularia,29,9.230965113,26.40693192,32.8947823,3.485280834,32.62816639
Estacion,12/15/2018,Laguncularia,33.6,10.69518717,38.15672962,45.65474078,3.845994915,46.79980971
Estacion,12/15/2018,Laguncularia,19.6,6.23885918,9.916607622,13.75064377,2.525453488,12.495611
Estacion,12/15/2018,Laguncularia,16.3,5.188439012,6.254490859,9.121338993,2.073760565,7.954184459
Estacion,12/15/2018,Laguncularia,23.5,7.480264833,15.60962992,20.59631867,2.970057082,19.4912895
Estacion,12/15/2018,Laguncularia,20.7,6.588999236,11.36707734,15.52817766,2.659233616,14.28419333
Estacion,12/15/2018,Laguncularia,31.4,9.994907054,32.21417928,39.26524237,3.680085388,39.64538726
Estacion,12/15/2018,Laguncularia,35.1,11.17265088,42.55893409,50.3171319,3.95299882,52.08514697
Estacion,12/15/2018,Laguncularia,14,4.456327986,4.276052614,6.501050995,1.701096508,5.479672296
Estacion,12/15/2018,Laguncularia,45.3,14.41940413,80.53199467,88.79349509,4.57800828,97.30695496
Estacion,12/15/2018,Laguncularia,11.5,3.660555131,2.614975065,4.195481263,1.219156287,3.38420692
Estacion,12/15/2018,Laguncularia,28.4,9.039979628,25.06217748,31.39872885,3.434059456,30.99903513
Estacion,12/15/2018,Laguncularia,42.5,13.52813853,68.65865259,77.0352024,4.421691037,83.22584431
Estacion,12/15/2018,Laguncularia,14.5,4.615482557,4.668130158,7.029328414,1.787070242,5.971609235
Estacion,12/15/2018,Laguncularia,46.6,14.83320601,86.43462315,94.56676202,4.647327376,104.291251
Estacion,12/15/2018,Laguncularia,39.7,12.63687293,57.90275369,66.18983498,4.25471646,70.42782163
Estacion,12/15/2018,Laguncularia,49.5,15.75630252,100.5161738,108.171569,4.795239091,120.9158365
Estacion,12/15/2018,Laguncularia,41.8,13.30532213,65.86635879,74.23880761,4.381002082,79.90753862
Estacion,12/15/2018,Laguncularia,33.5,10.66335625,37.87345878,45.35277574,3.838692376,46.4593073
Estacion,12/15/2018,Laguncularia,17.5,5.570409982,7.469956501,10.68424961,2.247798209,9.466228236
Estacion,12/15/2018,Laguncularia,12.7,4.042526101,3.35144621,5.233023902,1.462330934,4.315818153
Estacion,12/15/2018,Laguncularia,11.5,3.660555131,2.614975065,4.195481263,1.219156287,3.38420692
Estacion,12/15/2018,Laguncularia,44.5,14.16475681,77.02345197,85.34004009,4.534354564,93.15064899
Estacion,12/15/2018,Laguncularia,24.2,7.703081232,16.79814656,21.98723635,3.041970002,20.94454913
Estacion,12/15/2018,Laguncularia,36,11.45912911,45.33975855,53.23484597,4.01502745,55.41811819
Estacion,12/15/2018,Laguncularia,36.6,11.65011459,47.25259507,55.23042722,4.05552424,57.70836599
Estacion,12/15/2018,Laguncularia,24.3,7.734912147,16.97221932,22.19003165,3.052073109,21.15722026
Estacion,12/15/2018,Laguncularia,36,11.45912911,45.33975855,53.23484597,4.01502745,55.41811819
Estacion,12/15/2018,Laguncularia,27,8.59434683,22.08677777,28.05642933,3.310206372,27.38804827
Estacion,12/15/2018,Laguncularia,17.4,5.538579068,7.363699745,10.54879762,2.233758056,9.334253556
Estacion,12/15/2018,Laguncularia,54.5,17.34784823,127.8539667,134.0161961,5.03099777,153.0624976
Estacion,12/15/2018,Laguncularia,40.7,12.95518207,61.61819527,69.95924385,4.315664877,74.85365649
Estacion,12/15/2018,Laguncularia,35,11.14081996,42.25645517,49.99852679,3.946008801,51.72235118
Estacion,12/15/2018,Laguncularia,40.5,12.89152024,60.86400255,69.19615738,4.303595887,73.95570508
Estacion,12/15/2018,Laguncularia,47.5,15.11968424,90.66861362,98.68127828,4.694193843,109.2952058
Estacion,12/15/2018,Laguncularia,40.5,12.89152024,60.86400255,69.19615738,4.303595887,73.95570508
Estacion,12/15/2018,Laguncularia,38.2,12.15940922,52.58735874,60.75051799,4.160353064,64.08612121
Estacion,12/15/2018,Laguncularia,41.6,13.2416603,65.08130873,73.4502884,4.36925146,78.97409843
Estacion,12/15/2018,Laguncularia,34.5,10.98166539,40.76342705,48.42220337,3.910756394,49.93083097
Estacion,12/15/2018,Laguncularia,18.7,5.952380952,8.817124384,12.3843229,2.410288684,11.13636774
Estacion,12/15/2018,Laguncularia,36.5,11.61828368,46.93049255,54.89501998,4.048821089,57.32284328
Estacion,12/15/2018,Laguncularia,12,3.819709702,2.908546867,4.612466663,1.323427342,3.75612373
Estacion,12/15/2018,Laguncularia,9.5,3.023936847,1.621929468,2.741876876,0.751070957,2.119220532
Estacion,12/15/2018,Laguncularia,8,2.546473135,1.055474921,1.870181089,0.330037828,1.391006926
Estacion,12/15/2018,Laguncularia,40,12.73236567,59.0028418,67.30858781,4.273160713,71.73882376
Estacion,12/15/2018,Laguncularia,16,5.092946269,5.970667793,8.751789099,2.02824842,7.600297283
Estacion,4/21/2017,Avicennia,56.5,17.98446651,143.8408294,239.7885294,5.119295614,167.1917748
Estacion,4/21/2017,Avicennia,61.5,19.57601222,176.3056303,295.1999951,5.327047129,205.7962839
Estacion,4/21/2017,Avicennia,71.6,22.79093456,253.9552278,428.5697182,5.699588982,298.6933328
Estacion,4/21/2017,Avicennia,27,8.59434683,24.44775236,39.22886701,3.310206372,27.38804827
Estacion,4/21/2017,Avicennia,52.8,16.80672269,122.2608238,203.1013511,4.953358468,141.6287723
Estacion,4/21/2017,Avicennia,44.4,14.1329259,80.66498031,132.8067205,4.528842751,92.63864774
Estacion,4/21/2017,Avicennia,58.7,18.68474663,157.651224,263.3305568,5.212883381,183.5939371
Estacion,4/21/2017,Avicennia,58,18.46193023,153.1768338,255.6981798,5.183491426,178.2764411
Estacion,4/21/2017,Avicennia,12.2,3.88337153,3.632699695,5.594478659,1.363924132,3.911351918
Estacion,4/21/2017,Avicennia,9.5,3.023936847,1.992978238,3.029815533,0.751070957,2.119220532
Estacion,4/21/2017,Avicennia,47.6,15.15151515,95.32846289,157.5143737,4.699346316,109.8597826
Estacion,4/21/2017,Avicennia,14,4.456327986,5.054441676,7.83958963,1.701096508,5.479672296
Estacion,4/21/2017,Avicennia,16.7,5.315762669,7.717656316,12.07995168,2.133157413,8.440935956
Estacion,4/21/2017,Avicennia,40,12.73236567,62.7928049,102.8257073,4.273160713,71.73882376
Estacion,4/21/2017,Avicennia,67.6,21.51769799,221.2269206,372.230143,5.558745609,259.4537013
Estacion,4/21/2017,Avicennia,40.1,12.76419659,63.17022127,103.4570958,4.27927807,72.17900748
Estacion,4/21/2017,Avicennia,94,29.92105933,488.0594796,835.3121209,6.366478267,581.8930186
Estacion,4/21/2017,Avicennia,11.7,3.72421696,3.285579439,5.048966648,1.261398713,3.530221936
Estacion,4/21/2017,Avicennia,8.8,2.801120448,1.658533763,2.511420251,0.563547768,1.756864706
Estacion,4/21/2017,Avicennia,18.3,5.825057296,9.61276929,15.11758995,2.357313647,10.56178907
Estacion,4/21/2017,Avicennia,12.2,3.88337153,3.632699695,5.594478659,1.363924132,3.911351918
Estacion,4/21/2017,Avicennia,9.5,3.023936847,1.992978238,3.029815533,0.751070957,2.119220532
Estacion,4/21/2017,Avicennia,32.5,10.34504711,38.149247,61.80386864,3.764444269,43.13483669
Estacion,4/21/2017,Avicennia,19,6.047873695,10.5190022,16.57491951,2.449281549,11.57917027
Estacion,4/21/2017,Avicennia,15.9,5.061115355,6.859919229,10.71017469,2.012887868,7.484448042
Estacion,4/21/2017,Avicennia,66.2,21.07206519,210.3899927,353.6134353,5.507473185,246.4865408
Estacion,4/21/2017,Avicennia,50.6,16.10644258,110.3893419,182.9772292,4.849087412,127.6052403
Estacion,4/21/2017,Avicennia,69.5,22.12248536,236.444619,398.4055411,5.626656594,277.6849541
Estacion,4/21/2017,Avicennia,42,13.36898396,70.59341649,115.8914802,4.392696615,80.84747703
Estacion,4/21/2017,Avicennia,34,10.82251082,42.51236881,69.03321275,3.874989336,48.17656431
Estacion,4/21/2017,Avicennia,8.5,2.705627706,1.526059004,2.306681353,0.478568151,1.613738835
Estacion,4/21/2017,Avicennia,61,19.41685765,172.8850771,289.3505959,5.307047018,201.7213435
Estacion,4/21/2017,Avicennia,26.9,8.562515915,24.23100213,38.87361146,3.301115453,27.14020147
Estacion,4/21/2017,Avicennia,57,18.14362108,146.9148031,245.0245545,5.140881657,170.8399064
Estacion,4/21/2017,Avicennia,35.2,11.20448179,46.20280006,75.16053672,3.959968953,52.44944452
Estacion,4/21/2017,Avicennia,41.2,13.11433664,67.40920765,110.5540684,4.345579779,77.12665661
Estacion,4/21/2017,Avicennia,30.9,9.835752483,33.79607416,54.60877428,3.640758701,38.11657023
Estacion,4/21/2017,Avicennia,10.4,3.310415075,2.476543258,3.78261258,0.972830276,2.645343673
Estacion,4/21/2017,Avicennia,17.2,5.47491724,8.283887197,12.98602749,2.205434041,9.073586856
Estacion,4/21/2017,Avicennia,66.7,21.23121976,214.223892,360.1973652,5.525908185,251.0725236
Estacion,4/21/2017,Avicennia,58.6,18.65291571,157.0074218,262.232074,5.208706057,182.8286284
Estacion,4/21/2017,Avicennia,67,21.3267125,216.5436388,364.1822866,5.536902968,253.8481588
Estacion,4/21/2017,Avicennia,33.2,10.56786351,40.15108676,65.1186614,3.816653247,45.44661553
Estacion,12/15/2018,Avicennia,16.5,5.25210084,7.497688099,11.72834171,2.103638984,8.1954216
Estacion,12/15/2018,Avicennia,29,9.230965113,29.02158308,46.74039692,3.485280834,32.62816639
Estacion,12/15/2018,Avicennia,58.5,18.6210848,156.365156,261.1363091,5.204521598,182.0652109
Estacion,12/15/2018,Avicennia,20.3,6.461675579,12.3298103,19.4948214,2.611427221,13.61740302
Estacion,12/15/2018,Avicennia,41.6,13.2416603,68.99059609,113.2041488,4.36925146,78.97409843
Estacion,12/15/2018,Avicennia,24,7.639419404,18.42777428,29.38969817,3.021637935,20.52301569
Estacion,12/15/2018,Avicennia,42,13.36898396,70.59341649,115.8914802,4.392696615,80.84747703
Estacion,12/15/2018,Avicennia,53,16.87038452,123.3752344,204.9926899,4.962621239,142.9467019
Estacion,12/15/2018,Avicennia,31,9.867583397,34.05916285,55.04307519,3.648674701,38.41948926
Estacion,12/15/2018,Avicennia,49,15.59714795,102.1966114,169.1160997,4.770365781,117.9454437
Estacion,12/15/2018,Avicennia,51.5,16.3929208,115.1604236,191.0596633,4.892281479,133.2376272
Estacion,12/15/2018,Avicennia,41,13.05067482,66.62652459,109.2429467,4.333657614,76.21262686
Estacion,12/15/2018,Avicennia,41.5,13.20982939,68.59324296,112.5381427,4.363354947,78.50981079
Estacion,12/15/2018,Avicennia,47.5,15.11968424,94.84852182,156.7043121,4.694193843,109.2952058
Estacion,12/15/2018,Avicennia,72.5,23.07741278,261.6839699,441.8978773,5.730193127,307.9756214
Estacion,12/15/2018,Avicennia,47.5,15.11968424,94.84852182,156.7043121,4.694193843,109.2952058
Estacion,12/15/2018,Avicennia,47.2,15.02419149,93.41716872,154.2889497,4.678671087,107.6117931
Estacion,12/15/2018,Avicennia,57,18.14362108,146.9148031,245.0245545,5.140881657,170.8399064
Estacion,12/15/2018,Avicennia,25.5,8.116883117,21.31387119,34.09932523,3.170168258,23.80921821
Estacion,12/15/2018,Avicennia,27,8.59434683,24.44775236,39.22886701,3.310206372,27.38804827
Estacion,12/15/2018,Avicennia,20.2,6.429844665,12.18454147,19.26021705,2.599328431,13.45364647
Estacion,12/15/2018,Avicennia,13.8,4.392666157,4.882876176,7.567854624,1.665844101,5.289871496
Estacion,12/15/2018,Avicennia,20.4,6.493506494,12.47608445,19.73110947,2.623466558,13.78233338
Estacion,12/15/2018,Avicennia,69,21.96333079,232.3826616,391.4150681,5.608966987,272.8161534
Estacion,12/15/2018,Avicennia,16.8,5.347593583,7.829034016,12.258067,2.147784322,8.56530436
Estacion,12/15/2018,Avicennia,14,4.456327986,5.054441676,7.83958963,1.701096508,5.479672296
Estacion,12/15/2018,Avicennia,10.2,3.246753247,2.363775985,3.606751871,0.925255965,2.522443594
Estacion,12/15/2018,Avicennia,7.3,2.323656735,1.059109267,1.588326862,0.105698203,1.111482847
Estacion,12/15/2018,Avicennia,10.5,3.342245989,2.534079418,3.872407291,0.996275431,2.70809501
Estacion,12/15/2018,Avicennia,21,6.684491979,13.37495136,21.18440495,2.694486023,14.79671075
Estacion,12/15/2018,Avicennia,54.8,17.44334097,133.6716301,222.484377,5.044447026,155.134917
Estacion,12/15/2018,Avicennia,28.7,9.135472371,28.30625769,45.56383504,3.459804001,31.80742806
Estacion,12/15/2018,Avicennia,79,25.14642221,321.566592,545.4357054,5.940553289,380.0772258
Estacion,12/15/2018,Avicennia,39.6,12.60504202,61.29631269,100.3230003,4.24853739,69.99399793
Estacion,12/15/2018,Avicennia,14.3,4.551820728,5.318294636,8.257880383,1.753041917,5.771829747
Estacion,12/15/2018,Avicennia,9,2.864782277,1.750442811,2.653674096,0.618606265,1.856304425
Estacion,12/15/2018,Avicennia,7.8,2.482811306,1.241632153,1.868441746,0.268009198,1.307348617
Estacion,12/15/2018,Avicennia,16.5,5.25210084,7.497688099,11.72834171,2.103638984,8.1954216
Estacion,12/15/2018,Avicennia,10.6,3.374076903,2.592387869,3.963452106,1.019498353,2.771718882
Estacion,12/15/2018,Avicennia,51.7,16.45658263,116.2366828,192.8839047,4.901777615,134.5088579
Estacion,12/15/2018,Avicennia,42,13.36898396,70.59341649,115.8914802,4.392696615,80.84747703
Estacion,12/15/2018,Avicennia,71,22.59994907,248.8776749,419.8182541,5.678971749,292.5983333
Estacion,12/15/2018,Avicennia,30.5,9.708428826,32.75559693,52.89189667,3.608836425,36.91905402
Estacion,12/15/2018,Avicennia,42,13.36898396,70.59341649,115.8914802,4.392696615,80.84747703
Estacion,12/15/2018,Avicennia,56,17.82531194,140.8047055,234.6193409,5.097517693,163.5901541
Estacion,12/15/2018,Avicennia,40,12.73236567,62.7928049,102.8257073,4.273160713,71.73882376
Estacion,12/15/2018,Laguncularia,65,20.69009422,198.6123924,198.3875487,5.462654862,235.6836446
Estacion,12/15/2018,Laguncularia,53,16.87038452,119.237435,125.9423841,4.962621239,142.9467019
Estacion,12/15/2018,Laguncularia,49,15.59714795,97.99708358,105.7539668,4.770365781,117.9454437
Estacion,12/15/2018,Laguncularia,58,18.46193023,149.3801651,153.9360006,5.183491426,178.2764411
Estacion,12/15/2018,Laguncularia,54,17.18869366,124.9416827,131.294212,5.008416965,149.6450556
Estacion,12/15/2018,Laguncularia,20,6.366182837,10.43032739,14.38325885,2.574950121,13.12964441
Estacion,12/15/2018,Laguncularia,45,14.32391138,79.20529859,87.48960479,4.56172915,95.73575332
Estacion,12/15/2018,Laguncularia,56.5,17.98446651,139.9084904,145.2127594,5.119295614,167.1917748
Estacion,12/15/2018,Laguncularia,51,16.23376623,108.3049712,115.6054621,4.868378851,130.0907515
Estacion,12/15/2018,Laguncularia,46,14.64222052,83.67920207,91.87728444,4.615577472,101.0321241
Estacion,12/15/2018,Laguncularia,47,14.96052967,88.30140136,96.38352044,4.668267675,106.4980999
Estacion,12/15/2018,Laguncularia,25,7.957728546,18.22103208,23.63838215,3.121651821,22.68168678
Estacion,12/15/2018,Laguncularia,48,15.27883881,93.07349975,101.0088915,4.719848527,112.1353298
Estacion,12/15/2018,Laguncularia,50.5,16.07461166,105.6699243,113.0972483,4.844240724,126.9882923
Estacion,12/15/2018,Laguncularia,46.8,14.89686784,87.36502063,95.47276081,4.657819898,105.3912569
Estacion,12/15/2018,Laguncularia,45.5,14.48306595,81.42381424,89.66866162,4.588801249,98.36284195
Estacion,12/15/2018,Laguncularia,24.9,7.925897632,18.03936803,23.42838437,3.111832169,22.46005711
Estacion,12/15/2018,Laguncularia,42,13.36898396,66.65706345,75.03196741,4.392696615,80.84747703
Estacion,12/15/2018,Laguncularia,41,13.05067482,62.75995058,71.11252389,4.333657614,76.21262686
Estacion,12/15/2018,Laguncularia,47.2,15.02419149,89.2437781,97.29904549,4.678671087,107.6117931
Estacion,12/15/2018,Laguncularia,21.3,6.779984721,12.20877134,16.54811244,2.729238379,15.31995488
Estacion,12/15/2018,Laguncularia,27.5,8.753501401,23.1235594,29.22633942,3.355161762,28.64734475
Estacion,12/15/2018,Laguncularia,21,6.684491979,11.7834154,16.03367779,2.694486023,14.79671075
Estacion,12/15/2018,Laguncularia,54.7,17.41151006,129.0301692,135.1136099,5.039972139,154.4422775
Estacion,12/15/2018,Laguncularia,60.5,19.25770308,166.0012612,169.1002619,5.286882295,197.6945458
Estacion,12/15/2018,Laguncularia,52.8,16.80672269,118.1157352,124.8867257,4.953358468,141.6287723
Estacion,12/15/2018,Laguncularia,51.3,16.32925898,109.904725,117.1249493,4.882748393,131.9735344
Estacion,12/15/2018,Laguncularia,49.5,15.75630252,100.5161738,108.171569,4.795239091,120.9158365
Estacion,12/15/2018,Laguncularia,38.6,12.28673287,53.97482126,62.17590126,4.185874128,65.74266583
Estacion,12/15/2018,Laguncularia,44,14.00560224,74.87807008,83.21989299,4.506670654,90.60731844
Estacion,12/15/2018,Laguncularia,49,15.59714795,97.99708358,105.7539668,4.770365781,117.9454437
Estacion,12/15/2018,Laguncularia,32.7,10.40870894,35.65269244,42.97671641,3.779474991,43.78806169
Estacion,12/15/2018,Laguncularia,53.3,16.96587726,120.9319271,127.5350545,4.976450062,144.9371577
Estacion,12/15/2018,Laguncularia,30.5,9.708428826,29.95522248,36.80351309,3.608836425,36.91905402
Estacion,12/15/2018,Laguncularia,57,18.14362108,143.0243854,148.0893725,5.140881657,170.8399064
Estacion,12/15/2018,Laguncularia,25.5,8.116883117,19.1457949,24.70388016,3.170168258,23.80921821
Estacion,12/15/2018,Laguncularia,32.7,10.40870894,35.65269244,42.97671641,3.779474991,43.78806169
Estacion,12/15/2018,Laguncularia,58,18.46193023,149.3801651,153.9360006,5.183491426,178.2764411
Estacion,12/15/2018,Laguncularia,52.2,16.6157372,114.7887188,121.7490895,4.925358163,137.7182447
Estacion,12/15/2018,Laguncularia,46,14.64222052,83.67920207,91.87728444,4.615577472,101.0321241
Estacion,12/15/2018,Laguncularia,50.9,16.20193532,107.774845,115.1013943,4.863570213,129.4667127
Estacion,12/15/2018,Laguncularia,54,17.18869366,124.9416827,131.294212,5.008416965,149.6450556
Estacion,12/15/2018,Laguncularia,50.2,15.97911892,104.1075543,111.6068549,4.829642866,125.1480551
