Key1,Proyecto,Species,DAP_INDIV,AB_INDIV,VOL_COM,VOL_TOTAL,H_TOTAL,H_FUSTE,BIOM_INDIV,CARB_INDIV,Sum_CARB_INDIV,Sum_ID_INDV_MU,Count_ESPECIE
229,EIA PPII - PLATERO sobre YNC,Maclura tinctoria (L.) Steud.,0.239967774,0.057613204,3.89501331,0.323765845,8.5,5.272727273,0.027695662,0.013847831,0.304652275,233,22
230,EIA PPII - PLATERO sobre YNC,Crescentia cujete L.,0.120958,0.011491,0.0144786,0.024131101,3,1.799999952,0.000132091,6.60E-05,6.60E-05,9,1
231,EIA PPII - PLATERO sobre YNC,Cordia alliodora (Ruiz & Pav.) Oken,0.273746595,0.064715619,1.318614505,0.343280596,8,5.8,0.021234916,0.010617456,0.05308728,15,5
232,EIA PPII - PLATERO sobre YNC,Citrus grandis (L.) Osbeck,0.222817004,0.038993001,0.109180003,0.136474997,5,4,0.003158,0.001579,0.001579,7,1
233,EIA PPII - PLATERO sobre YNC,Vitex cymosa Spreng.,0.518845022,0.211429,1.036000013,1.184000015,8,7,0.165338993,0.082669601,0.082669601,8,1
234,EIA PPII - PLATERO sobre YNC,Muntingia calabura L.,0.1394198,0.015544648,0.147315299,0.075884842,6.8,2.6,0.001217246,0.000608622,0.003043108,21,5
235,EIA PPII - PLATERO sobre YNC,Luehea candida (DC.) Mart.,0.411415491,0.199927303,3.311780445,2.075740263,12,9,0.798250795,0.399124414,0.798248827,43,2
236,EIA PPII - PLATERO sobre YNC,Pachira aquatica Aubl.,0.255708836,0.053245283,2.849767014,0.543261833,13.83333333,12,0.046858046,0.023428992,0.14057395,72,6
237,EIA PPII - PLATERO sobre YNC,Nectandra turbacensis (Kunth) Nees,0.213267997,0.0357223,0.175038993,0.300067991,12,7,0.0133739,0.00668694,0.00668694,2,1
238,EIA PPII - PLATERO sobre YNC,Trichilia pallida Sw.,0.248282,0.048414901,0.338905007,0.474465996,14,10,0.030959999,0.01548,0.01548,1,1
239,EIA PPII - PLATERO sobre YNC,Brosimum alicastrum Sw.,0.187802752,0.03381643,1.1993073,0.378648082,12,8.75,0.035607247,0.01780366,0.071214641,92,4
240,EIA PPII - PLATERO sobre YNC,Ficus popenoei Standl.,0.291695502,0.088875849,1.218848359,0.733851776,10.5,8.5,0.11166408,0.05583179,0.111663579,69,2
241,EIA PPII - PLATERO sobre YNC,Rinorea sp.01,0.119593715,0.011484741,0.396483206,0.069162044,8.428571429,6.714285714,0.001018385,0.000509192,0.003564345,79,7
242,EIA PPII - PLATERO sobre YNC,Ficus maxima Mill.,0.420168996,0.138656005,1.164710045,1.358829975,14,12,0.212788999,0.106394,0.106394,7,1
243,EIA PPII - PLATERO sobre YNC,Trichilia sp.01,0.275868669,0.066017601,1.834879212,0.678195767,12.33333333,10.66666667,0.080646215,0.040323073,0.120969218,56,3
244,EIA PPII - PLATERO sobre YNC,Ormosia sp.01,0.101859003,0.00814873,0.039928801,0.051337,9,7,0.000526625,0.000263312,0.000263312,35,1
245,EIA PPII - PLATERO sobre YNC,Virola mollissima (A.DC.) Warb.,0.348520011,0.095399499,0.801355004,1.068470001,16,12,0.136989996,0.068494901,0.068494901,27,1
246,EIA PPII - PLATERO sobre YNC,Cocos nucifera L.,0.203718007,0.032594901,1.00E-05,0.205348,9,1.00E-05,0.00667537,0.00333768,0.00333768,6,1
247,EIA PPII - PLATERO sobre YNC,Faramea lehmannii Standl.,0.121753503,0.01200524,0.044894799,0.07563315,9,2.5,0.001166824,0.000583411,0.001166823,23,2
248,EIA PPII - PLATERO sobre YNC,Guarea guidonia (L.) Sleumer,0.13369,0.0140375,0.039304901,0.068783604,7,4,0.000900046,0.000450023,0.000450023,4,1
249,EIA PPII - PLATERO sobre YNC,Tessaria integrifolia Ruiz & Pav.,0.102655001,0.008281035,0.01159344,0.02291745,4,1,0.000124061,6.20E-05,0.000124061,6,2
250,EIA PPII - PLATERO sobre YNC,Coccoloba lehmannii Lindau,0.108225003,0.00919916,0.032196999,0.038636498,6,5,0.000312875,0.000156438,0.000156438,8,1
251,EIA PPII - PLATERO sobre YNC,Faramea multiflora A.Rich.,0.198943503,0.031594249,0.381542012,0.243275493,11,8.5,0.00954668,0.004773335,0.00954667,5,2
