Key1,Proyecto,Species,DAP_INDIV,AB_INDIV,VOL_COM,VOL_TOTAL,H_TOTAL,H_FUSTE,BIOM_INDIV,CARB_INDIV,Sum_CARB_INDIV,Sum_ID_INDV_MU,Count_ESPECIE
25,EIA PPII - KALE sobre YNC,Casearia aculeata Jacq.,0.164270349,0.021412905,0.031778679,0.179916587,11.5,1.050000012,11.81376648,5.90688324,11.81376648,9,2
26,EIA PPII - KALE sobre YNC,Casearia corymbosa Kunth,0.155080575,0.023057573,0.168028551,0.156691388,10,3.1,8.350021839,4.17501092,20.8750546,165,5
27,EIA PPII - KALE sobre YNC,Casearia javitensis Kunth.,0.145281363,0.01703127,0.340445076,0.155530715,12.75,3.412500001,14.4944278,7.2472139,57.9777112,215,8
28,EIA PPII - KALE sobre YNC,Cecropia engleriana Snethl.,0.198432678,0.03910577,27.18975588,0.461188051,15.82786885,9.721311475,12.47720679,6.238603393,761.1096139,2506,122
29,EIA PPII - KALE sobre YNC,Cecropia ficifolia Warb. ex Snethl.,0.306195167,0.089545043,5.503175279,1.193085452,18,6.03125,8.85261929,4.426309645,70.82095432,248,16
30,EIA PPII - KALE sobre YNC,Cecropia membranacea Trécul,0.111408457,0.00974824,0.061413914,0.068237685,10,9,4.796873093,2.398436546,2.398436546,30,1
31,EIA PPII - KALE sobre YNC,Cecropia peltata L.,0.157881702,0.023952152,1.637777988,0.200483949,11.3125,5.5625,4.898589179,2.449294589,39.18871343,206,16
32,EIA PPII - KALE sobre YNC,Cedrela odorata L.,0.257576361,0.057796066,1.905133773,0.987054916,21.8,8.8,16.55842009,8.279210043,41.39605021,71,5
33,EIA PPII - KALE sobre YNC,Ceiba pentandra (L.) Gaertn.,0.238095798,0.049820906,0.531245016,0.630619794,15,7,9.764783382,4.882391691,9.764783382,18,2
34,EIA PPII - KALE sobre YNC,Centrolobium paraense Tul.,0.151197195,0.018021724,0.250956245,0.196918592,15.66666667,6.666666667,16.44209925,8.221049627,24.66314888,154,3
35,EIA PPII - KALE sobre YNC,Chrysophyllum cainito L.,0.164593446,0.025382817,3.583641773,0.249123713,11.16071429,5.625,9.942815099,4.97140755,139.1994114,656,28
36,EIA PPII - KALE sobre YNC,Clathrotropis brunnea Amshoff,0.259468028,0.055100184,7.410695665,0.72542242,18.0952381,8.761904762,26.73094831,13.36547416,280.6749573,510,21
37,EIA PPII - KALE sobre YNC,Coccoloba acuminata Kunth.,0.166262695,0.02314592,1.055865366,0.185008373,11.73333333,4.479999995,10.38520266,5.192601331,77.88901997,306,15
38,EIA PPII - KALE sobre YNC,Coccoloba caracasana Meisn,0.144381504,0.01668419,0.230914418,0.122022024,10.57142857,3.428571429,6.66188676,3.33094338,23.31660366,166,7
39,EIA PPII - KALE sobre YNC,Cordia collococca L.,0.137830237,0.014993947,0.081357131,0.09558782,9,1.800000001,6.142268777,3.071134388,12.28453755,129,4
40,EIA PPII - KALE sobre YNC,Cordia panamensis L.Riley,0.34743535,0.105815884,1.682856917,1.342367361,17.33333333,6,20.84974162,10.42487081,31.27461243,157,3
41,EIA PPII - KALE sobre YNC,Cordia gerascanthus L.,0.362373066,0.128482068,6.023048213,1.668201673,16.28571429,8.285714286,24.69094808,12.34547404,86.41831827,46,7
42,EIA PPII - KALE sobre YNC,Couma macrocarpa Barb. Rodr.,0.202303617,0.03605229,1.4300263,0.507533622,16.66666667,5.277777778,14.04004526,7.020022631,63.18020368,222,9
43,EIA PPII - KALE sobre YNC,Couratari guianensis Aubl.,0.161988349,0.023977941,1.266393922,0.215469419,11.07692308,5.153846154,8.78996618,4.39498309,57.13478017,203,13
44,EIA PPII - KALE sobre YNC,Croton schiedeanus Schltdl.,0.290829132,0.086699257,0.374939147,0.902211097,16,3.166666667,11.49318727,5.746593634,17.2397809,46,3
45,EIA PPII - KALE sobre YNC,Crudia glaberrima (Steud) J.F.Macbr.,0.181224431,0.028436267,0.429271873,0.329308818,15.33333333,6.5,18.34879684,9.174398422,27.52319527,77,3
46,EIA PPII - KALE sobre YNC,Cupania americana L.,0.136420272,0.015616715,1.773215682,0.129017443,10.5,5.415384614,11.14623426,5.573117128,144.9010453,537,26
47,EIA PPII - KALE sobre YNC,Dendrobangia boliviana Rusby,0.136236632,0.014816211,0.272655938,0.127451779,12.75,7,11.83418441,5.917092204,23.66836882,106,4
48,EIA PPII - KALE sobre YNC,"Dendrobangia cf., boliviana Rusby",0.420169055,0.138655782,1.164708614,1.455885768,15,12,20.14557076,10.07278538,10.07278538,11,1
49,EIA PPII - KALE sobre YNC,Dendropanax caucanus (Harms) Harms,0.133690149,0.014037466,0.068783581,0.088436037,9,7,6.449591637,3.224795818,3.224795818,31,1
50,EIA PPII - KALE sobre YNC,Discophora guianensis Miers,0.222976074,0.043962774,0.647529837,0.712445527,20,8,19.37680674,9.688403368,19.37680674,61,2
51,EIA PPII - KALE sobre YNC,Elaeis guineensis Jacq.,0.460912704,0.169069737,2.00E-05,1.638119578,13.5,1.00E-05,13.17006969,6.585034847,13.17006969,57,2
52,EIA PPII - KALE sobre YNC,Enterolobium cyclocarpum (Jacq.) Griseb.,0.160428181,0.02021395,0.042449296,0.141497657,10,3,6.749690533,3.374845266,3.374845266,19,1
53,EIA PPII - KALE sobre YNC,Enterolobium schomburgkii (Benth.) Benth.,0.189736802,0.031914549,2.806780092,0.45085844,17.58823529,6.547058826,20.42986006,10.21493003,173.6538105,297,17
54,EIA PPII - KALE sobre YNC,Erythrina fusca Lour.,0.291508195,0.074271389,1.332716927,0.825835752,14.4,4.54000001,8.85131073,4.425655365,22.12827682,41,5
55,EIA PPII - KALE sobre YNC,Eschweilera coriacea (DC.) S.A.Mori,0.239209878,0.062171948,3.238487323,0.969613079,16.75,6.875,25.29251254,12.64625627,101.1700501,359,8
56,EIA PPII - KALE sobre YNC,Eugenia victoriana Cuatrec.,0.174433812,0.023897434,0.066912815,0.301107645,18,4,20.90717125,10.45358562,10.45358562,41,1
57,EIA PPII - KALE sobre YNC,"Faramea cf., occidentalis (L.) A. Rich.",0.117774658,0.010894156,0.012964046,0.045755453,6,1.700000048,5.054674625,2.527337313,2.527337313,7,1
58,EIA PPII - KALE sobre YNC,Ficus americana Aubl.,0.265614256,0.069259154,2.866955416,0.712350677,12.66666667,4.25333333,9.106043402,4.553021701,68.29532552,174,15
59,EIA PPII - KALE sobre YNC,Ficus insipida Willd.,0.345826539,0.126557879,6.488177123,1.54805046,14.3125,4.5625,10.00628042,5.003140211,80.05024338,276,16
60,EIA PPII - KALE sobre YNC,Ficus matiziana Dugand.,0.175707057,0.024247574,0.118813112,0.305519432,18,7,10.80812836,5.404064178,5.404064178,20,1
61,EIA PPII - KALE sobre YNC,Ficus nymphaeifolia Mill.,0.193882553,0.031760729,1.895000892,0.386248576,16.7,8.05,11.15981088,5.579905438,55.79905438,344,10
62,EIA PPII - KALE sobre YNC,Ficus sp.,0.198147912,0.037142666,0.403043166,0.601416584,17.5,7,11.53352571,5.766762853,11.53352571,77,2
63,EIA PPII - KALE sobre YNC,Ficus turrialbana W.C.Burger,0.134645075,0.014238717,0.049835511,0.079736814,8,5,5.518758774,2.759379387,2.759379387,5,1
64,EIA PPII - KALE sobre YNC,Genipa americana L.,0.126369022,0.012604514,0.080646856,0.105800802,11.5,4.5,10.62430859,5.312154293,10.62430859,123,2
65,EIA PPII - KALE sobre YNC,Guatteria amplifolia Triana & Planch.,0.14769578,0.017132711,0.023985796,0.179893464,15,2,11.40791798,5.703958988,5.703958988,19,1
